id	name_jp	name	tag
1399	リザーブ	Reserved	
1400	リザーブ	Reserved	
1401	リザーブ	Reserved	
1402	リザーブ	Reserved	
1403	リザーブ	Reserved	
1404	リザーブ	Reserved	
1405	リザーブ	Reserved	
1406	リザーブ	Reserved	
1407	リザーブ	Reserved	
1408	リザーブ	Reserved	
1409	リザーブ	Reserved	
1410	リザーブ	Reserved	
1411	リザーブ	Reserved	
1412	リザーブ	Reserved	
1413	リザーブ	Reserved	
1414	リザーブ	Reserved	
1415	リザーブ	Reserved	
1416	リザーブ	Reserved	
1417	リザーブ	Reserved	
1418	リザーブ	Reserved	
1419	リザーブ	Reserved	
1420	リザーブ	Reserved	
1421	リザーブ	Reserved	
1422	リザーブ	Reserved	
1423	リザーブ	Reserved	
1424	リザーブ	Reserved	
1425	リザーブ	Reserved	
1426	リザーブ	Reserved	
1427	リザーブ	Reserved	
1428	リザーブ	Reserved	
1429	リザーブ	Reserved	
1430	リザーブ	Reserved	
1431	リザーブ	Reserved	
1432	リザーブ	Reserved	
1433	リザーブ	Reserved	
1434	リザーブ	Reserved	
1435	リザーブ	Reserved	
1436	リザーブ	Reserved	
1437	リザーブ	Reserved	
1438	リザーブ	Reserved	
1439	リザーブ	Reserved	
1440	リザーブ	Reserved	
1441	リザーブ	Reserved	
1442	リザーブ	Reserved	
1443	リザーブ	Reserved	
1444	リザーブ	Reserved	
1445	リザーブ	Reserved	
1446	リザーブ	Reserved	
1447	リザーブ	Reserved	
1448	リザーブ	Reserved	
1449	リザーブ	Reserved	
1450	リザーブ	Reserved	
1451	リザーブ	Reserved	
1452	リザーブ	Reserved	
1453	リザーブ	Reserved	
1454	リザーブ	Reserved	
1455	リザーブ	Reserved	
1456	リザーブ	Reserved	
1457	リザーブ	Reserved	
1458	リザーブ	Reserved	
1459	リザーブ	Reserved	
1460	リザーブ	Reserved	
1461	リザーブ	Reserved	
1462	リザーブ	Reserved	
1463	リザーブ	Reserved	
1464	リザーブ	Reserved	
1465	リザーブ	Reserved	
1466	リザーブ	Reserved	
1467	リザーブ	Reserved	
1468	リザーブ	Reserved	
1469	リザーブ	Reserved	
1470	リザーブ	Reserved	
1471	リザーブ	Reserved	
1472	リザーブ	Reserved	
1473	リザーブ	Reserved	
1474	リザーブ	Reserved	
1475	リザーブ	Reserved	
1476	リザーブ	Reserved	
1477	リザーブ	Reserved	
1478	リザーブ	Reserved	
1479	リザーブ	Reserved	
1480	リザーブ	Reserved	
1481	リザーブ	Reserved	
1482	リザーブ	Reserved	
1483	リザーブ	Reserved	
1484	リザーブ	Reserved	
1485	リザーブ	Reserved	
1486	リザーブ	Reserved	
1487	リザーブ	Reserved	
1488	リザーブ	Reserved	
1489	リザーブ	Reserved	
1490	リザーブ	Reserved	
1491	リザーブ	Reserved	
1492	リザーブ	Reserved	
1493	リザーブ	Reserved	
1494	リザーブ	Reserved	
1495	リザーブ	Reserved	
1496	リザーブ	Reserved	
1497	リザーブ	Reserved	
1498	リザーブ	Reserved	
1499	リザーブ	Reserved	
1500	リザーブ	Reserved	
1501	リザーブ	Reserved	
1502	リザーブ	Reserved	
1503	リザーブ	Reserved	
1504	リザーブ	Reserved	
1505	リザーブ	Reserved	
1506	リザーブ	Reserved	
1507	リザーブ	Reserved	
1508	リザーブ	Reserved	
1509	リザーブ	Reserved	
1510	リザーブ	Reserved	
1511	リザーブ	Reserved	
1512	リザーブ	Reserved	
1513	リザーブ	Reserved	
1514	リザーブ	Reserved	
1515	リザーブ	Reserved	
1516	リザーブ	Reserved	
1517	リザーブ	Reserved	
1518	リザーブ	Reserved	
1519	リザーブ	Reserved	
1520	リザーブ	Reserved	
1521	リザーブ	Reserved	
1522	リザーブ	Reserved	
1523	リザーブ	Reserved	
1524	リザーブ	Reserved	
1525	リザーブ	Reserved	
1526	リザーブ	Reserved	
1527	リザーブ	Reserved	
1528	リザーブ	Reserved	
1529	リザーブ	Reserved	
1530	リザーブ	Reserved	
1531	リザーブ	Reserved	
1532	リザーブ	Reserved	
1533	はがくれ丼×３	Hagakure Bowl x3	dlc
1534	スペシャル肉丼×３	Mega Beef Bowl x3	dlc
1535	ルブランカレー×３	Leblanc Curry x3	dlc
1536	貴重品枠開始	Key Item Start	
1537	パンフレット	Pamphlet	
1538	秘密のメモ	Top-Secret Note	
1539	最強女子虎の巻	Girl Power Scroll	
1540	アンモナイトの絵	Shell Drawing	
1541	古代魚	Ancient Fish	
1542	新作ポップコーン	Inspire Popcorn	
1543	キラキラ輝く石	Shining Stone	
1544	バイクグローブ	Biker Gloves	
1545	綺麗な指輪	Beautiful Ring	
1546	特製マッスル弁当	Fitness Lunch	
1547	手書きの予告状	Calling Card	
1548	記念メダル	Memory Medal	
1549	黄金のカブトムシ	Gold Beetle	
1550	優勝トロフィー	Victory Trophy	
1551	壊れたロボのネジ	Broken Screw	
1552	ＶＩＰ会員証	VIP Certificate	
1553	美少女ブロマイド	Glamour Shot	
1554	通信強化ユニット	Comm Amp	
1555	スペシャルメニュー	Special Menu	
1556	ベルベットチケット	Velvet Ticket	
1557	ベルベットカード	Velvet Card	
1558	ベルベットパス	Velvet Pass	
1559	ベルベットＳＰ	Velvet License	
1560	おもちゃのカチンコ	Toy Clapboard	
1561	約束の台本	Promised Script	
1562	古代の釣り餌	Ancient Bait	
1563	絆の力	Power of Bonds	
1564	カードキー	Keycard	
1565	煤けたフィルム	Sooty Film	
1566	煤けたフィルム	Sooty Film	
1567	煤けたフィルム	Sooty Film	
1568	煤けたフィルム	Sooty Film	
1569	古代の釣り餌	Ancient Bait	
1570	湿ったコーン豆	Damp Kernels	
1571	0x623	0x623	
1572	0x624	0x624	
1573	0x625	0x625	
1574	0x626	0x626	
1575	0x627	0x627	
1576	0x628	0x628	
1577	0x629	0x629	
1578	0x62A	0x62A	
1579	0x62B	0x62B	
1580	0x62C	0x62C	
1581	0x62D	0x62D	
1582	0x62E	0x62E	
1583	0x62F	0x62F	
1584	0x630	0x630	
1585	0x631	0x631	
1586	0x632	0x632	
1587	0x633	0x633	
1588	0x634	0x634	
1589	0x635	0x635	
1590	0x636	0x636	
1591	0x637	0x637	
1592	0x638	0x638	
1593	カップオブエース	Ace of Cups	
1594	ワンドオブエース	Ace of Wands	
1595	ソードオブエース	Ace of Swords	
1596	コインオブエース	Ace of Coins	
1597	光るフィルム	Shining Film	
1598	光るフィルム	Shining Film	
1599	光るフィルム	Shining Film	
1600	光るフィルム	Shining Film	
1601	光るフィルム	Shining Film	
1602	古びた映写機	Old Projector	
1603	？？？	???	
1604	0x644	0x644	
1605	ブランクカード	Blank Card	
1606	ワイルドカード	Wild Card	
1607	公爵夫人の宝冠	Duchess Crown	
1608	罪人のカノプス壺	Sinner's Canope	
1609	大国主の穂	Plentiful Wheat	
1610	豊穣の竜舌蘭	Harvest Agave	
1611	貴婦人の霊水	Spirit Water	
1612	噴火山の女王蛙	Volcanic Queen	
1613	グレイプニール	Gleipnir	
1614	牝牛の太陽円盤	Solar Disk	
1615	受難の聖槍	Stigmata Spear	
1616	聖少女の十字架	Dame's Cross	
1617	ジュラ山の竜牙	Wyvern Fang	
1618	不死鬼の黒布	Scourge's Cape	
1619	鬼狩人の白布	Champ's Cape	
1620	大天使の六翼	Seraph's Wing	
1621	絶対者の衣冠	Ineffable Miter	
1622	魔王のマガタマ	Tyrant's Bead	
1623	うさぎのお人形	Bunny Doll	
1624	エノク書	Book of Enoch	
1625	運命のルーン	Rune of Destiny	
1626	四騎士の紋章	4 Knight Crest	
1627	破壊神の曼荼羅	Destroyer's Disk	
1628	暴食の烙印	Glutton's Mark	
1629	万魔殿の鍵	Infernal Key	
1630	特殊合体解禁２４	Fusion Unlock 24	
1631	特殊合体解禁２５	Fusion Unlock 25	
1632	全書引出し割引証１	Compendium Discount 1	
1633	全書引出し割引証２	Compendium Discount 2	
1634	全書引出し割引証３	Compendium Discount 3	
1635	全書引出し割引証４	Compendium Discount 4	
1636	振興券	Promo Card	
1637	優待券	Discount Card	
1638	お得意様券	Client Card	
1639	都市のトレジャー地図	City Treasure Map	
1640	密林のトレジャー地図	Dino Treasure Map	
1641	ラボのトレジャー地図	Lab Treasure Map	
1642	演劇のトレジャー地図	Play Treasure Map	
1643	映画のトレジャー地図	Film Treasure Map	
1644	0x66C	0x66C	
1645	翼竜の隠し財宝	Dino's Stash	
1646	翼竜の隠し財宝	Dino's Stash	
1647	シダシナモン	Cinnamon Fern	
1648	シダシナモン	Cinnamon Fern	
1649	シダシナモン	Cinnamon Fern	
1650	既知の機構	Cognitive Device	
1651	既知の機構	Cognitive Device	
1652	未知の機構	Unknown Device	
1653	未知の機構	Unknown Device	
1654	未知の機構	Unknown Device	
1655	果物のようなもの	Fruitlike Object	
1656	果物のようなもの	Fruitlike Object	
1657	果物のようなもの	Fruitlike Object	
1658	果物のようなもの	Fruitlike Object	
1659	ツタ薬草	Vine Herb	
1660	ツタ薬草	Vine Herb	
1661	0x67D	0x67D	
1662	0x67E	0x67E	
1663	0x67F	0x67F	
1664	0x680	0x680	
1665	0x681	0x681	
1666	0x682	0x682	
1667	0x683	0x683	
1668	0x684	0x684	
1669	0x685	0x685	
1670	0x686	0x686	
1671	0x687	0x687	
1672	0x688	0x688	
1673	0x689	0x689	
1674	0x68A	0x68A	
1675	0x68B	0x68B	
1676	0x68C	0x68C	
1677	0x68D	0x68D	
1678	0x68E	0x68E	
1679	0x68F	0x68F	
1680	0x690	0x690	
1681	0x691	0x691	
1682	0x692	0x692	
1683	0x693	0x693	
1684	0x694	0x694	
1685	0x695	0x695	
1686	0x696	0x696	
1687	0x697	0x697	
1688	0x698	0x698	
1689	0x699	0x699	
1690	0x69A	0x69A	
1691	0x69B	0x69B	
1692	0x69C	0x69C	
1693	0x69D	0x69D	
1694	0x69E	0x69E	
1695	0x69F	0x69F	
1696	0x6A0	0x6A0	
1697	0x6A1	0x6A1	
1698	0x6A2	0x6A2	
1699	0x6A3	0x6A3	
1700	0x6A4	0x6A4	
1701	0x6A5	0x6A5	
1702	0x6A6	0x6A6	
1703	0x6A7	0x6A7	
1704	0x6A8	0x6A8	
1705	0x6A9	0x6A9	
1706	0x6AA	0x6AA	
1707	0x6AB	0x6AB	
1708	0x6AC	0x6AC	
1709	0x6AD	0x6AD	
1710	0x6AE	0x6AE	
1711	0x6AF	0x6AF	
1712	0x6B0	0x6B0	
1713	0x6B1	0x6B1	
1714	0x6B2	0x6B2	
1715	0x6B3	0x6B3	
1716	0x6B4	0x6B4	
1717	0x6B5	0x6B5	
1718	0x6B6	0x6B6	
1719	0x6B7	0x6B7	
1720	0x6B8	0x6B8	
1721	0x6B9	0x6B9	
1722	0x6BA	0x6BA	
1723	0x6BB	0x6BB	
1724	0x6BC	0x6BC	
1725	0x6BD	0x6BD	
1726	0x6BE	0x6BE	
1727	0x6BF	0x6BF	
1728	0x6C0	0x6C0	
1729	0x6C1	0x6C1	
1730	0x6C2	0x6C2	
1731	0x6C3	0x6C3	
1732	0x6C4	0x6C4	
1733	0x6C5	0x6C5	
1734	0x6C6	0x6C6	
1735	0x6C7	0x6C7	
1736	パトスレコーダー	Pathos Recorder	
1737	0x6C9	0x6C9	
1738	0x6CA	0x6CA	
1739	0x6CB	0x6CB	
1740	0x6CC	0x6CC	
1741	0x6CD	0x6CD	
1742	0x6CE	0x6CE	
1743	0x6CF	0x6CF	
1744	0x6D0	0x6D0	
1745	0x6D1	0x6D1	
1746	0x6D2	0x6D2	
1747	0x6D3	0x6D3	
1748	0x6D4	0x6D4	
1749	0x6D5	0x6D5	
1750	0x6D6	0x6D6	
1751	0x6D7	0x6D7	
1752	0x6D8	0x6D8	
1753	0x6D9	0x6D9	
1754	0x6DA	0x6DA	
1755	0x6DB	0x6DB	
1756	0x6DC	0x6DC	
1757	0x6DD	0x6DD	
1758	0x6DE	0x6DE	
1759	0x6DF	0x6DF	
1760	0x6E0	0x6E0	
1761	0x6E1	0x6E1	
1762	0x6E2	0x6E2	
1763	0x6E3	0x6E3	
1764	0x6E4	0x6E4	
1765	0x6E5	0x6E5	
1766	0x6E6	0x6E6	
1767	0x6E7	0x6E7	
1768	0x6E8	0x6E8	
1769	0x6E9	0x6E9	
1770	0x6EA	0x6EA	
1771	0x6EB	0x6EB	
1772	0x6EC	0x6EC	
1773	0x6ED	0x6ED	
1774	0x6EE	0x6EE	
1775	0x6EF	0x6EF	
1776	0x6F0	0x6F0	
1777	0x6F1	0x6F1	
1778	0x6F2	0x6F2	
1779	0x6F3	0x6F3	
1780	0x6F4	0x6F4	
1781	0x6F5	0x6F5	
1782	0x6F6	0x6F6	
1783	0x6F7	0x6F7	
1784	0x6F8	0x6F8	
1785	0x6F9	0x6F9	
1786	0x6FA	0x6FA	
1787	0x6FB	0x6FB	
1788	0x6FC	0x6FC	
1789	0x6FD	0x6FD	
1790	0x6FE	0x6FE	
1791	リザーブ	Reserved	
1792	素材を全部売る	Sell all materials	
1793	壊れた携帯電話	Broken Phone	
1794	きれいな電飾	Beautiful Bulb	
1795	壊れた腕時計	Broken Watch	
1796	正義のフィギュア	Justice Figure	
1797	マーヤの粉末	Maya Powder	
1798	マーヤの魔石	Maya Jewel	
1799	バザルトの小石	Basalt Rock	
1800	バザルトの魔石	Basalt Jewel	
1801	テーブルの木材	Table Wood	
1802	テーブルの魔石	Table Jewel	
1803	アブルリーの小殻	Hablerie Shell	
1804	アブルリーの魔石	Hablerie Jewel	
1805	バランサーの鎖	Balance Chain	
1806	バランサーの魔石	Balance Stone	
1807	聖典の古紙	Scripture Page	
1808	聖典の魔石	Scripture Jewel	
1809	ファズの手錠	Fuzz Cuffs	
1810	ファズの魔石	Fuzz Jewel	
1811	キングの髭	King Mustache	
1812	キングの魔石	King Jewel	
1813	彫像の蝶番	Statue Hinges	
1814	彫像の魔石	Statue Jewel	
1815	塔の装飾品	Tower Ornament	
1816	塔の魔石	Tower Jewel	
1817	ギガスのタイツ	Gigas Tights	
1818	ギガスの魔石	Gigas Jewel	
1819	ごーじゃすな王冠	Gorgeous Crown	
1820	素材・0x71C	Material 0x71C	
1821	真紅の鉄材	Scarlet Metal	
1822	素材・0x71E	Material 0x71E	
1823	素材・0x71F	Material 0x71F	
1824	Ｋのシンボル	K Symbol	
1825	素材・0x721	Material 0x721	
1826	魔術布のレシピ	Magic Cloth Rcp	
1827	原始布のレシピ	Origin Cloth Rcp	
1828	言霊布のレシピ	Word Cloth Rcp	
1829	機械鎧のレシピ	Mech Armor Rcp	
1830	ヒーロー銅貨	Hero Copper	
1831	ヒーロー銀貨	Hero Silver	
1832	ヒーロー金貨	Hero Gold	
1833	素材・0x729	Material 0x729	
1834	シャドウの魔石	Shadow Jewel	
1835	素材・0x725	Material 0x725	
1836	サンゴの石貨	Coral Stone	
1837	ヒスイの石貨	Jade Stone	
1838	紫水晶の石貨	Amethyst Stone	
1839	素材・0x72F	Material 0x72F	
1840	素材・0x730	Material 0x730	
1841	アニマルの剛毛	Beast Fur	
1842	アニマルの結晶	Beast Crystal	
1843	女御の枯れ枝	Lady Branch	
1844	女御の結晶	Lady Crystal	
1845	マーヤの粘液	Maya Goop	
1846	マーヤの結晶	Maya Crystal	
1847	クビドの矢じり	Cupid Arrow	
1848	クビドの結晶	Cupid Crystal	
1849	素材・0x739	Material 0x739	
1850	バザルトの鉱石	Basalt Ore	
1851	バザルトの結晶	Basalt Crystal	
1852	イーグルの羽根	Eagle Feather	
1853	イーグルの結晶	Eagle Crystal	
1854	蛇のウロコ	Snake Scale	
1855	蛇の結晶	Snake Crystal	
1856	パピヨンの鱗粉	Papillon Scales	
1857	パピヨンの結晶	Papillon Crystal	
1858	素材・0x742	Material 0x742	
1859	化石のカケラ	Fossil Shard	
1860	コハクの塊	Amber Chunk	
1861	立派な化石	Fine Fossil	
1862	虫入りコハクの塊	Insect in Amber	
1863	綺麗なネジ	Beautiful Screw	
1864	小型発電装置	Small Generator	
1865	精密な回路	Detailed Circuit	
1866	超小型ＡＩチップ	Tiny AI Chip	
1867	虹色フレーバー	Rainbow Flavor	
1868	蜂蜜フレーバー	Honey Flavor	
1869	南国フレーバー	Tropical Flavor	
1870	肉汁フレーバー	Meat Flavor	
1871	軽食のレシピ	Light Meal Rcp	
1872	中盛軽食のレシピ	Light Meal Rcp X	
1873	大盛軽食のレシピ	Light Meal Rcp Z	
1874	清涼飲料のレシピ	Soft Drink Rcp	
1875	ペーシェのウロコ	Pesce Scale	
1876	ペーシェの結晶	Pesce Crystal	
1877	バンビーノの葉	Bambino Leaf	
1878	バンビーノの結晶	Bambino Crystal	
1879	霧雨の雫	Rainy Drop	
1880	霧雨の結晶	Rainy Crystal	
1881	バランサーの鉄皿	Balance Plate	
1882	バランサーの結晶	Balance Crystal	
1883	レイヴンの羽根	Raven Feather	
1884	レイヴンの結晶	Raven Crystal	
1885	ジェーンの繊維	Gene Fibers	
1886	ジェーンの結晶	Gene Crystal	
1887	雄牛の角	Bull Horn	
1888	雄牛の結晶	Bull Crystal	
1889	カブトムシの樹液	Beetle Sap	
1890	カブトムシの結晶	Beetle Crystal	
1891	ご立派な頭角	Fine Horn	
1892	マーヤの潤滑油	Maya Grease	
1893	マーヤのコア	Maya Core	
1894	フォートのギア	Wheel Gear	
1895	フォートのコア	Wheel Core	
1896	ドライブのネジ	Drive Screw	
1897	ドライブのコア	Drive Core	
1898	ファントムの布	Phantom Cloth	
1899	ファントムのコア	Phantom Core	
1900	砂時計のガラス	Sand Glass	
1901	砂時計のコア	Sand Core	
1902	塔の王冠	Tower Crown	
1903	塔のコア	Tower Core	
1904	砲座の装甲板	Turret Plate	
1905	砲座のコア	Turret Core	
1906	ダイスの破片	Dice Shard	
1907	黒ダイスのコア	Black Dice Core	
1908	彫像の針	Statue Needle	
1909	彫像のコア	Statue Core	
1910	動く城の足	Castle Leg	
1911	動く城のコア	Castle Core	
1912	シジルの仮面	Sigil Mask	
1913	シジルのコア	Sigil Core	
1914	ジェーンの螺旋糸	Gene Spireme	
1915	ジェーンのコア	Gene Core	
1916	魔剣の柄頭	Sword Pommel	
1917	魔剣のコア	Sword Core	
1918	一つ目巨人の歯	Cyclops Eye	
1919	一つ目巨人のコア	Cyclops Core	
1920	パンツァーの砲身	Panzer Turret	
1921	パンツァーのコア	Panzer Core	
1922	ギガスのマスク	Gigas Mask	
1923	ギガスのコア	Gigas Core	
1924	ダイスの正方形板	Dice Plate	
1925	白ダイスのコア	White Dice Core	
1926	巨兵の装甲	Machine Metal	
1927	巨兵のコア	Machine Core	
1928	仰々しい装甲板	Grandiose Armor	
1929	テーブルの鉄骨	Table Steel	
1930	テーブルの宝石	Table Gem	
1931	呪いの壷の欠片	Cursed Pot Bit	
1932	呪いの壷の宝石	Cursed Pot Gem	
1933	ツインズの鉄心	Twins Rod	
1934	ツインズの宝石	Twins Gem	
1935	翁の湯飲み	Okina Cup	
1936	翁の宝石	Okina Gem	
1937	バランサーの鉄心	Balance Rod	
1938	バランサーの宝石	Balance Gem	
1939	マーヤの蜜	Maya Honey	
1940	マーヤの宝石	Maya Gem	
1941	アブルリーの喉彦	Hablerie Uvula	
1942	アブルリーの宝石	Hablerie Gem	
1943	聖典の絢爛表紙	Book Cover	
1944	聖典の宝石	Book Gem	
1945	マリアの水晶玉	Idol Crystal Ball	
1946	マリアの宝石	Idol Gem	
1947	イーグルの砂肝	Eagle Gizzard	
1948	イーグルの宝石	Eagle Gem	
1949	蛇のピット器官	Snake Pit Organ	
1950	蛇の宝石	Snake Gem	
1951	パピヨンの触角	Papillon Feeler	
1952	パピヨンの宝石	Papillon Gem	
1953	雄牛の腰皮巻	Bull Cloth	
1954	雄牛の宝石	Bull Gem	
1955	レキシーのボタン	Lexy Button	
1956	レキシーの宝石	Lexy Gem	
1957	マグスの石杯	Magus Chalice	
1958	マグスの宝石	Magus Gem	
1959	マザーの香水	Mother Perfume	
1960	マザーの宝石	Mother Gem	
1961	騎士の手綱	Knight Reins	
1962	騎士の宝石	Knight Gem	
1963	ダンサーの風船	Dancer Balloon	
1964	ダンサーの宝石	Dancer Gem	
1965	霧雨の大雫	Rainy Rivulet	
1966	霧雨の宝石	Rainy Gem	
1967	サーチャーの目玉	Seeker Eye	
1968	サーチャーの宝石	Seeker Gem	
1969	爛々とした目玉	Fiery Eye	
1970	ペーシェの浮袋	Pesce Air Sac	
1971	ペーシェの秘宝	Pesce Cache	
1972	彫像の金箔	Statue Gold Foil	
1973	彫像の秘宝	Statue Cache	
1974	ファズの黒皮手帳	Fuzz Pocketbook	
1975	ファズの秘宝	Fuzz Cache	
1976	マーヤの水銀	Maya Mercury	
1977	マーヤの秘宝	Maya Cache	
1978	レイヴンの篝火	Raven Balefire	
1979	レイヴンの秘宝	Raven Cache	
1980	フォートの車軸	Wheel Axle	
1981	フォートの秘宝	Wheel Cache	
1982	バザルトの金剛石	Basalt Diamond	
1983	バザルトの秘宝	Basalt Cache	
1984	塔の大黒柱	Tower Pillar	
1985	塔の秘宝	Tower Cache	
1986	女御の煙管	Lady Pipe	
1987	女御の秘宝	Lady Cache	
1988	バランサーの光背	Balance Halo	
1989	バランサーの秘宝	Balance Cache	
1990	一つ目巨人の涙	Cyclops Tear	
1991	一つ目巨人の秘宝	Cyclops Cache	
1992	マリアのヴェール	Idol Veil	
1993	マリアの秘宝	Idol Cache	
1994	バンビーノの花	Bambino Flower	
1995	バンビーノの秘宝	Bambino Cache	
1996	クビドの片翼	Cupid Wing	
1997	クビドの秘宝	Cupid Cache	
1998	ファントムの術書	Phantom Script	
1999	ファントムの秘宝	Phantom Cache	
2000	ダイスのゾロ目	Dice Repdigit	
2001	ダイスの秘宝	Dice Cache	
2002	ジェーンの遺伝子	Gene DNA	
2003	ジェーンの秘宝	Gene Cache	
2004	マザーの刺繍布	Mother Quilting	
2005	マザーの秘宝	Mother Cache	
2006	動く城の大鐘	Castle Bell	
2007	動く城の秘宝	Castle Cache	
2008	魔剣のルーン文字	Sword Rune	
2009	魔剣の秘宝	Sword Cache	
2010	巨人の右腕	Giant Right Arm	
2011	巨人の秘宝	Giant Cache	
2012	ヘカトンの木馬	Jotun Rocker	
2013	ヘカトンの秘宝	Jotun Cache	
2014	キングのちょび髭	King Whisker	
2015	迷彩柄のウロコ	Camo Scale	
2016	理想郷の計画書	Paradise Plan	
2017	割れた黄色い仮面	Cracked Mask	
2018	キングの秘宝	King Treasure	
2019	黄色いレンガ	Yellow Brick	
2020	藁の脳殻	Straw Husk	
2021	ブリキの心臓	Tin Heart	
2022	勇気の逆髪	Courage Hair	
2023	純白の脚本	Ivory Script	
2024	飛び出す絵コンテ	3D Storyboard	
2025	円滑な時間割	Flat Timetable	
2026	赤と黒の台本	Blackened Script	
2027	１ＭＢの仮想通貨	1MB Blipcoin	
2028	１ＧＢの仮想通貨	1GB Blipcoin	
2029	１ＴＢの仮想通貨	1TB Blipcoin	
2030	謎の設計図	Mysterious Plan	
2031	緊急脱出読本	Escape Book	
2032	増量飲料のレシピ	Large Drink Rcp	
2033	祝杯飲料のレシピ	Blessed Mix Rcp	
2034	奇跡飲料のレシピ	Miracle Mix Rcp	
2035	解放薬のレシピ	Release Mix Rcp	
2036	救世薬のレシピ	Savior Mix Rcp	
2037	幻の揚げ物レシピ	Fried Legend Rcp	
2038	地返しの経典	Revive Scripture	
2039	反魂の経典	Spirit Scripture	
2040	耐温のレシピ	Heat End. Rcp	
2041	耐風雷のレシピ	Nature End. Rcp	
2042	耐超常のレシピ	Mystic End. Rcp	
2043	お清めレシピ	Purifying Recipe	
2044	潜入道具のメモ	Infiltration Log	
2045	陰陽道具のメモ	Yin-yang Memo	
2046	神気札の経典	Charm Scripture	
2047	逃走道具のメモ	Escape Memo	
2048	超科学の設計図	Nano Blueprint	
2049	操魔の楽譜	Witch's Score	
2050	操魔の交響曲	Witch's Concert	
2051	リサイクルの書	Recycle Book	
2052	魂飴のレシピ	Soul Drop Rcp	
2053	魂菓子のレシピ	Soul Snack Rcp	
2054	神薬のレシピ	Divine Mix Rcp	
2055	魔弾の設計書	Arcane Blueprint	
2056	新作菓子のレシピ	New Snack Rcp	
2057	でんじゃらすな本	Dangerous Book	
2058	舞台衣装のレシピ	Stage Garb Rcp	
2059	舞姫衣装のレシピ	Dancer Garb Rcp	
2060	愛玩衣装のレシピ	Cute Garb Rcp	
2061	未使用・80D	Not Used 80D	
2062	未使用・80E	Not Used 80E	
2063	未使用・80F	Not Used 80F	
2064	アカシャ年代記	Akashic Record	
2065	素材・0x811	Material 0x811	
2066	小さな音符	Small Note	
2067	虹色の音符	Rainbow Note	
2068	エメラルドの音符	Emerald Note	
2069	輝く銅像	Copper Statue	
2070	輝く黄金像	Gold Statue	
2071	輝くプラチナ像	Platinum Statue	
2072	素材・0x818	Material 0x818	
2073	立派なトサカ	Fine Comb	
2074	高性能ランドセル	High-tech Pack	
2075	極彩色のネイル	Colorful Nail	
2076	豪奢なマツエク	Luxury Lashes	
2077	５インチディスク	5-Inch Disk	
2078	８インチディスク	8-Inch Disk	
2079	すごいひとの絵本	Book of Greats	
2080	なかよしの絵本	Book of Friends	
2081	みんなの絵本	Book of All	
2082	絡み合う黒糸	Black Tangle	
2083	絡み合う白糸	White Tangle	
2084	神柱の欠片	Holy Shard	
2085	素材・0x825	Material 0x825	
2086	素材・0x826	Material 0x826	
2087	素材・0x827	Material 0x827	
2088	素材・0x828	Material 0x828	
2089	素材・0x829	Material 0x829	
2090	素材・0x82A	Material 0x82A	
2091	素材・0x82B	Material 0x82B	
2092	素材・0x82C	Material 0x82C	
2093	素材・0x82D	Material 0x82D	
2094	素材・0x82E	Material 0x82E	
2095	素材・0x82F	Material 0x82F	
2096	素材・0x830	Material 0x830	
2097	素材・0x831	Material 0x831	
2098	素材・0x832	Material 0x832	
2099	素材・0x833	Material 0x833	
2100	素材・0x834	Material 0x834	
2101	素材・0x835	Material 0x835	
2102	素材・0x836	Material 0x836	
2103	素材・0x837	Material 0x837	
2104	素材・0x838	Material 0x838	
2105	素材・0x839	Material 0x839	
2106	素材・0x83A	Material 0x83A	
2107	素材・0x83B	Material 0x83B	
2108	素材・0x83C	Material 0x83C	
2109	素材・0x83D	Material 0x83D	
2110	素材・0x83E	Material 0x83E	
2111	素材・0x83F	Material 0x83F	
2112	素材・0x840	Material 0x840	
2113	素材・0x841	Material 0x841	
2114	素材・0x842	Material 0x842	
2115	素材・0x843	Material 0x843	
2116	素材・0x844	Material 0x844	
2117	素材・0x845	Material 0x845	
2118	素材・0x846	Material 0x846	
2119	素材・0x847	Material 0x847	
2120	素材・0x848	Material 0x848	
2121	素材・0x849	Material 0x849	
2122	テディベア	Teddy Bear	
2123	カレイドスコープ	Kaleidoscope	
2124	遮光器土偶	Clay Figurine	
2125	未知の機構	Unknown Device	
2126	未使用	Not Used	
2127	未使用	Not Used	
2128	獅子の欠片	Lion Piece	
2129	獅子の鉄球	Lion Iron Ball	
2130	条件つき獅子	Temp Lion	
2131	遊魚の欠片	Fish Piece	
2132	遊魚のヒレ	Fish Filet	
2133	遊魚の眼	Fish Eye	
2134	ソードマンの伝説	Landsknecht Legend	
2135	パラディンの逸話	Protector Tales	
2136	ダンサーの十八番	Dancer Specialty	
2137	ガンナーの回顧録	Gunner Memoir	
2138	プリンセスの物語	Sovereign Story	
2139	メディックの奇跡	Medic Miracle	
2140	特殊アクセレシピＧ	Accessory Recipe G	
2141	特殊アクセレシピＨ	Accessory Recipe H	
2142	特殊アクセレシピＩ	Accessory Recipe I	
2143	特殊アクセレシピＪ	Accessory Recipe J	
2144	岩石の巨塊	Craggy Boulder	
2145	果物のようなもの	Fruitlike Object	
2146	未知の機構	Unknown Device	
2147	眠りを誘う花びら	Doze Petal	
2148	オオチョコミント	Tasty Chocomint	
2149	恐竜に使える薬草	Saurian Herb	
