id	name_jp	name	tag
1345	ヒールストーン	Heal Stone	
1346	ドロン玉	Vanish Ball	
1347	イモータルチキン	Undying Fowl	
1348	ポップコーン	Popcorn	dlc
1349	ガッツポテト	Gutsy Fries	dlc
1350	無料チケット	Free Ticket	
1351	リバイブストーン	Revival Stone	
1352	ラインヒールストーン	Line Heal Stone	
1353	蜂蜜ポップコーン	Honey Popcorn	
1354	Ｌ・ホットドッグ	Large Hot Dog	
1355	クリーンソーダ	Clean Soda	dlc
1356	南国ポップコーン	Tropic Popcorn	
1357	肉汁ポップコーン	Meaty Popcorn	
1358	七色ポップコーン	Prism Popcorn	
1359	リザーブ	Reserved	flr
1360	ブランクカード	Blank Card	
1361	ワイルドカード	Wild Card	
1362	はがくれ丼	Hagakure Bowl	dlc
1363	スペシャル肉丼	Mega Beef Bowl	dlc
1364	ルブランカレー	Leblanc Curry	dlc
1365	成長の香	Growth Incense	dlc
1366	リザーブ	Reserved	flr
1367	Ｌ・ダブルドッグ	Large Dual Dog	
1368	Ｌ・ビッグドッグ	Giganto Dog	
1369	クリーンボトル	Clarity Bottle	
1370	クリーンシャワー	Clarity Shower	
1371	バインドキュア	Bind Cure	
1372	バインドフリー	Bind Free	
1373	Ｌ・チュロス	Huge Churros	
1374	リザーブ	Reserved	flr
1375	リザーブ	Reserved	flr
1376	リザーブ	Reserved	flr
1377	リザーブ	Reserved	flr
1378	リザーブ	Reserved	flr
1379	リザーブ	Reserved	flr
1380	リザーブ	Reserved	flr
1381	リザーブ	Reserved	flr
1382	リザーブ	Reserved	flr
1383	リザーブ	Reserved	flr
1384	リザーブ	Reserved	flr
1385	リザーブ	Reserved	flr
1386	リザーブ	Reserved	flr
1387	リザーブ	Reserved	flr
1388	リザーブ	Reserved	flr
1389	リザーブ	Reserved	flr
1390	リザーブ	Reserved	flr
1391	リザーブ	Reserved	flr
1392	リザーブ	Reserved	flr
1393	リザーブ	Reserved	flr
1394	リザーブ	Reserved	flr
1395	リザーブ	Reserved	flr
1396	リザーブ	Reserved	flr
1397	リザーブ	Reserved	flr
1398	リザーブ	Reserved	flr
1399	リザーブ	Reserved	flr
1400	リザーブ	Reserved	flr
1401	リザーブ	Reserved	flr
1402	リザーブ	Reserved	flr
1403	リザーブ	Reserved	flr
1404	リザーブ	Reserved	flr
1405	リザーブ	Reserved	flr
1406	リザーブ	Reserved	flr
1407	リザーブ	Reserved	flr
1408	リザーブ	Reserved	flr
1409	リザーブ	Reserved	flr
1410	リザーブ	Reserved	flr
1411	リザーブ	Reserved	flr
1412	リザーブ	Reserved	flr
1413	リザーブ	Reserved	flr
1414	リザーブ	Reserved	flr
1415	リザーブ	Reserved	flr
1416	リザーブ	Reserved	flr
1417	リザーブ	Reserved	flr
1418	リザーブ	Reserved	flr
1419	リザーブ	Reserved	flr
1420	リザーブ	Reserved	flr
1421	リザーブ	Reserved	flr
1422	リザーブ	Reserved	flr
1423	リザーブ	Reserved	flr
1424	リザーブ	Reserved	flr
1425	リザーブ	Reserved	flr
1426	リザーブ	Reserved	flr
1427	リザーブ	Reserved	flr
1428	リザーブ	Reserved	flr
1429	リザーブ	Reserved	flr
1430	リザーブ	Reserved	flr
1431	リザーブ	Reserved	flr
1432	リザーブ	Reserved	flr
1433	リザーブ	Reserved	flr
1434	リザーブ	Reserved	flr
1435	リザーブ	Reserved	flr
1436	リザーブ	Reserved	flr
1437	リザーブ	Reserved	flr
1438	リザーブ	Reserved	flr
1439	リザーブ	Reserved	flr
1440	リザーブ	Reserved	flr
1441	リザーブ	Reserved	flr
1442	リザーブ	Reserved	flr
1443	リザーブ	Reserved	flr
1444	リザーブ	Reserved	flr
1445	リザーブ	Reserved	flr
1446	リザーブ	Reserved	flr
1447	リザーブ	Reserved	flr
1448	リザーブ	Reserved	flr
1449	リザーブ	Reserved	flr
1450	リザーブ	Reserved	flr
1451	リザーブ	Reserved	flr
1452	リザーブ	Reserved	flr
1453	リザーブ	Reserved	flr
1454	リザーブ	Reserved	flr
1455	リザーブ	Reserved	flr
1456	リザーブ	Reserved	flr
1457	リザーブ	Reserved	flr
1458	リザーブ	Reserved	flr
1459	リザーブ	Reserved	flr
1460	リザーブ	Reserved	flr
1461	リザーブ	Reserved	flr
1462	リザーブ	Reserved	flr
1463	リザーブ	Reserved	flr
1464	リザーブ	Reserved	flr
1465	リザーブ	Reserved	flr
1466	リザーブ	Reserved	flr
1467	リザーブ	Reserved	flr
1468	リザーブ	Reserved	flr
1469	リザーブ	Reserved	flr
1470	リザーブ	Reserved	flr
1471	リザーブ	Reserved	flr
1472	リザーブ	Reserved	flr
1473	リザーブ	Reserved	flr
1474	リザーブ	Reserved	flr
1475	リザーブ	Reserved	flr
1476	リザーブ	Reserved	flr
1477	リザーブ	Reserved	flr
1478	リザーブ	Reserved	flr
1479	リザーブ	Reserved	flr
1480	リザーブ	Reserved	flr
1481	リザーブ	Reserved	flr
1482	リザーブ	Reserved	flr
1483	リザーブ	Reserved	flr
1484	リザーブ	Reserved	flr
1485	リザーブ	Reserved	flr
1486	リザーブ	Reserved	flr
1487	リザーブ	Reserved	flr
1488	リザーブ	Reserved	flr
1489	リザーブ	Reserved	flr
1490	リザーブ	Reserved	flr
1491	リザーブ	Reserved	flr
1492	リザーブ	Reserved	flr
1493	リザーブ	Reserved	flr
1494	リザーブ	Reserved	flr
1495	リザーブ	Reserved	flr
1496	リザーブ	Reserved	flr
1497	リザーブ	Reserved	flr
1498	リザーブ	Reserved	flr
1499	リザーブ	Reserved	flr
1500	リザーブ	Reserved	flr
1501	リザーブ	Reserved	flr
1502	リザーブ	Reserved	flr
1503	リザーブ	Reserved	flr
1504	リザーブ	Reserved	flr
1505	リザーブ	Reserved	flr
1506	リザーブ	Reserved	flr
1507	リザーブ	Reserved	flr
1508	リザーブ	Reserved	flr
1509	リザーブ	Reserved	flr
1510	リザーブ	Reserved	flr
1511	リザーブ	Reserved	flr
1512	リザーブ	Reserved	flr
1513	リザーブ	Reserved	flr
1514	リザーブ	Reserved	flr
1515	リザーブ	Reserved	flr
1516	リザーブ	Reserved	flr
1517	リザーブ	Reserved	flr
1518	リザーブ	Reserved	flr
1519	リザーブ	Reserved	flr
1520	リザーブ	Reserved	flr
1521	リザーブ	Reserved	flr
1522	リザーブ	Reserved	flr
1523	リザーブ	Reserved	flr
1524	リザーブ	Reserved	flr
1525	リザーブ	Reserved	flr
1526	リザーブ	Reserved	flr
1527	リザーブ	Reserved	flr
1528	リザーブ	Reserved	flr
1529	リザーブ	Reserved	flr
1530	リザーブ	Reserved	flr
1531	リザーブ	Reserved	flr
1532	リザーブ	Reserved	flr
1533	はがくれ丼×３	Hagakure Bowl x3	dlc
1534	スペシャル肉丼×３	Mega Beef Bowl x3	dlc
1535	ルブランカレー×３	Leblanc Curry x3	dlc
1536	貴重品枠開始	Key Item Start	bln
1537	パンフレット	Pamphlet	
1538	秘密のメモ	Top-Secret Note	
1539	最強女子虎の巻	Girl Power Scroll	
1540	アンモナイトの絵	Shell Drawing	
1541	古代魚	Ancient Fish	
1542	新作ポップコーン	Inspire Popcorn	
1543	キラキラ輝く石	Shining Stone	
1544	バイクグローブ	Biker Gloves	
1545	綺麗な指輪	Beautiful Ring	
1546	特製マッスル弁当	Fitness Lunch	
1547	手書きの予告状	Calling Card	
1548	記念メダル	Memory Medal	
1549	黄金のカブトムシ	Gold Beetle	
1550	優勝トロフィー	Victory Trophy	
1551	壊れたロボのネジ	Broken Screw	
1552	ＶＩＰ会員証	VIP Certificate	
1553	美少女ブロマイド	Glamour Shot	
1554	通信強化ユニット	Comm Amp	
1555	スペシャルメニュー	Special Menu	
1556	ベルベットチケット	Velvet Ticket	
1557	ベルベットカード	Velvet Card	
1558	ベルベットパス	Velvet Pass	
1559	ベルベットＳＰ	Velvet License	
1560	おもちゃのカチンコ	Toy Clapboard	
1561	約束の台本	Promised Script	
1562	古代の釣り餌	Ancient Bait	
1563	絆の力	Power of Bonds	
1564	カードキー	Keycard	
1565	煤けたフィルム	Sooty Film	
1566	煤けたフィルム	Sooty Film	
1567	煤けたフィルム	Sooty Film	
1568	煤けたフィルム	Sooty Film	
1569	古代の釣り餌	Ancient Bait	
1570	湿ったコーン豆	Damp Kernels	
1571	0x623	0x623	flr
1572	0x624	0x624	flr
1573	0x625	0x625	flr
1574	0x626	0x626	flr
1575	0x627	0x627	flr
1576	0x628	0x628	flr
1577	0x629	0x629	flr
1578	0x62A	0x62A	flr
1579	0x62B	0x62B	flr
1580	0x62C	0x62C	flr
1581	0x62D	0x62D	flr
1582	0x62E	0x62E	flr
1583	0x62F	0x62F	flr
1584	0x630	0x630	flr
1585	0x631	0x631	flr
1586	0x632	0x632	flr
1587	0x633	0x633	flr
1588	0x634	0x634	flr
1589	0x635	0x635	flr
1590	0x636	0x636	flr
1591	0x637	0x637	flr
1592	0x638	0x638	flr
1593	カップオブエース	Ace of Cups	
1594	ワンドオブエース	Ace of Wands	
1595	ソードオブエース	Ace of Swords	
1596	コインオブエース	Ace of Coins	
1597	光るフィルム	Shining Film	
1598	光るフィルム	Shining Film	
1599	光るフィルム	Shining Film	
1600	光るフィルム	Shining Film	
1601	光るフィルム	Shining Film	
1602	古びた映写機	Old Projector	
1603	？？？	???	
1604	0x644	0x644	flr
1605	ブランクカード	Blank Card	
1606	ワイルドカード	Wild Card	
1607	公爵夫人の宝冠	Duchess Crown	
1608	罪人のカノプス壺	Sinner's Canope	
1609	大国主の穂	Plentiful Wheat	
1610	豊穣の竜舌蘭	Harvest Agave	
1611	貴婦人の霊水	Spirit Water	
1612	噴火山の女王蛙	Volcanic Queen	
1613	グレイプニール	Gleipnir	
1614	牝牛の太陽円盤	Solar Disk	
1615	受難の聖槍	Stigmata Spear	
1616	聖少女の十字架	Dame's Cross	
1617	ジュラ山の竜牙	Wyvern Fang	
1618	不死鬼の黒布	Scourge's Cape	
1619	鬼狩人の白布	Champ's Cape	
1620	大天使の六翼	Seraph's Wing	
1621	絶対者の衣冠	Ineffable Miter	
1622	魔王のマガタマ	Tyrant's Bead	
1623	うさぎのお人形	Bunny Doll	
1624	エノク書	Book of Enoch	
1625	運命のルーン	Rune of Destiny	
1626	四騎士の紋章	4 Knight Crest	
1627	破壊神の曼荼羅	Destroyer's Disk	
1628	暴食の烙印	Glutton's Mark	
1629	万魔殿の鍵	Infernal Key	
1630	特殊合体解禁２４	Fusion Unlock 24	
1631	特殊合体解禁２５	Fusion Unlock 25	
1632	全書引出し割引証１	Compendium Discount 1	
1633	全書引出し割引証２	Compendium Discount 2	
1634	全書引出し割引証３	Compendium Discount 3	
1635	全書引出し割引証４	Compendium Discount 4	
1636	振興券	Promo Card	
1637	優待券	Discount Card	
1638	お得意様券	Client Card	
1639	都市のトレジャー地図	City Treasure Map	
1640	密林のトレジャー地図	Dino Treasure Map	
1641	ラボのトレジャー地図	Lab Treasure Map	
1642	演劇のトレジャー地図	Play Treasure Map	
1643	映画のトレジャー地図	Film Treasure Map	
1644	0x66C	0x66C	flr
1645	翼竜の隠し財宝	Dino's Stash	
1646	翼竜の隠し財宝	Dino's Stash	
1647	シダシナモン	Cinnamon Fern	
1648	シダシナモン	Cinnamon Fern	
1649	シダシナモン	Cinnamon Fern	
1650	既知の機構	Cognitive Device	
1651	既知の機構	Cognitive Device	
1652	未知の機構	Unknown Device	
1653	未知の機構	Unknown Device	
1654	未知の機構	Unknown Device	
1655	果物のようなもの	Fruitlike Object	
1656	果物のようなもの	Fruitlike Object	
1657	果物のようなもの	Fruitlike Object	
1658	果物のようなもの	Fruitlike Object	
1659	ツタ薬草	Vine Herb	
1660	ツタ薬草	Vine Herb	
1661	0x67D	0x67D	flr
1662	0x67E	0x67E	flr
1663	0x67F	0x67F	flr
1664	0x680	0x680	flr
1665	0x681	0x681	flr
1666	0x682	0x682	flr
1667	0x683	0x683	flr
1668	0x684	0x684	flr
1669	0x685	0x685	flr
1670	0x686	0x686	flr
1671	0x687	0x687	flr
1672	0x688	0x688	flr
1673	0x689	0x689	flr
1674	0x68A	0x68A	flr
1675	0x68B	0x68B	flr
1676	0x68C	0x68C	flr
1677	0x68D	0x68D	flr
1678	0x68E	0x68E	flr
1679	0x68F	0x68F	flr
1680	0x690	0x690	flr
1681	0x691	0x691	flr
1682	0x692	0x692	flr
1683	0x693	0x693	flr
1684	0x694	0x694	flr
1685	0x695	0x695	flr
1686	0x696	0x696	flr
1687	0x697	0x697	flr
1688	0x698	0x698	flr
1689	0x699	0x699	flr
1690	0x69A	0x69A	flr
1691	0x69B	0x69B	flr
1692	0x69C	0x69C	flr
1693	0x69D	0x69D	flr
1694	0x69E	0x69E	flr
1695	0x69F	0x69F	flr
1696	0x6A0	0x6A0	flr
1697	0x6A1	0x6A1	flr
1698	0x6A2	0x6A2	flr
1699	0x6A3	0x6A3	flr
1700	0x6A4	0x6A4	flr
1701	0x6A5	0x6A5	flr
1702	0x6A6	0x6A6	flr
1703	0x6A7	0x6A7	flr
1704	0x6A8	0x6A8	flr
1705	0x6A9	0x6A9	flr
1706	0x6AA	0x6AA	flr
1707	0x6AB	0x6AB	flr
1708	0x6AC	0x6AC	flr
1709	0x6AD	0x6AD	flr
1710	0x6AE	0x6AE	flr
1711	0x6AF	0x6AF	flr
1712	0x6B0	0x6B0	flr
1713	0x6B1	0x6B1	flr
1714	0x6B2	0x6B2	flr
1715	0x6B3	0x6B3	flr
1716	0x6B4	0x6B4	flr
1717	0x6B5	0x6B5	flr
1718	0x6B6	0x6B6	flr
1719	0x6B7	0x6B7	flr
1720	0x6B8	0x6B8	flr
1721	0x6B9	0x6B9	flr
1722	0x6BA	0x6BA	flr
1723	0x6BB	0x6BB	flr
1724	0x6BC	0x6BC	flr
1725	0x6BD	0x6BD	flr
1726	0x6BE	0x6BE	flr
1727	0x6BF	0x6BF	flr
1728	0x6C0	0x6C0	flr
1729	0x6C1	0x6C1	flr
1730	0x6C2	0x6C2	flr
1731	0x6C3	0x6C3	flr
1732	0x6C4	0x6C4	flr
1733	0x6C5	0x6C5	flr
1734	0x6C6	0x6C6	flr
1735	0x6C7	0x6C7	flr
1736	パトスレコーダー	Pathos Recorder	
1737	0x6C9	0x6C9	flr
1738	0x6CA	0x6CA	flr
1739	0x6CB	0x6CB	flr
1740	0x6CC	0x6CC	flr
1741	0x6CD	0x6CD	flr
1742	0x6CE	0x6CE	flr
1743	0x6CF	0x6CF	flr
1744	0x6D0	0x6D0	flr
1745	0x6D1	0x6D1	flr
1746	0x6D2	0x6D2	flr
1747	0x6D3	0x6D3	flr
1748	0x6D4	0x6D4	flr
1749	0x6D5	0x6D5	flr
1750	0x6D6	0x6D6	flr
1751	0x6D7	0x6D7	flr
1752	0x6D8	0x6D8	flr
1753	0x6D9	0x6D9	flr
1754	0x6DA	0x6DA	flr
1755	0x6DB	0x6DB	flr
1756	0x6DC	0x6DC	flr
1757	0x6DD	0x6DD	flr
1758	0x6DE	0x6DE	flr
1759	0x6DF	0x6DF	flr
1760	0x6E0	0x6E0	flr
1761	0x6E1	0x6E1	flr
1762	0x6E2	0x6E2	flr
1763	0x6E3	0x6E3	flr
1764	0x6E4	0x6E4	flr
1765	0x6E5	0x6E5	flr
1766	0x6E6	0x6E6	flr
1767	0x6E7	0x6E7	flr
1768	0x6E8	0x6E8	flr
1769	0x6E9	0x6E9	flr
1770	0x6EA	0x6EA	flr
1771	0x6EB	0x6EB	flr
1772	0x6EC	0x6EC	flr
1773	0x6ED	0x6ED	flr
1774	0x6EE	0x6EE	flr
1775	0x6EF	0x6EF	flr
1776	0x6F0	0x6F0	flr
1777	0x6F1	0x6F1	flr
1778	0x6F2	0x6F2	flr
1779	0x6F3	0x6F3	flr
1780	0x6F4	0x6F4	flr
1781	0x6F5	0x6F5	flr
1782	0x6F6	0x6F6	flr
1783	0x6F7	0x6F7	flr
1784	0x6F8	0x6F8	flr
1785	0x6F9	0x6F9	flr
1786	0x6FA	0x6FA	flr
1787	0x6FB	0x6FB	flr
1788	0x6FC	0x6FC	flr
1789	0x6FD	0x6FD	flr
1790	0x6FE	0x6FE	flr
1791	リザーブ	Reserved	flr
1792	素材を全部売る	Sell all materials	flr
1793	壊れた携帯電話	Broken Phone	
1794	きれいな電飾	Beautiful Bulb	
1795	壊れた腕時計	Broken Watch	
1796	正義のフィギュア	Justice Figure	
1797	マーヤの粉末	Maya Powder	
1798	マーヤの魔石	Maya Jewel	
1799	バザルトの小石	Basalt Rock	
1800	バザルトの魔石	Basalt Jewel	
1801	テーブルの木材	Table Wood	
1802	テーブルの魔石	Table Jewel	
1803	アブルリーの小殻	Hablerie Shell	
1804	アブルリーの魔石	Hablerie Jewel	
1805	バランサーの鎖	Balance Chain	
1806	バランサーの魔石	Balance Stone	
1807	聖典の古紙	Scripture Page	
1808	聖典の魔石	Scripture Jewel	
1809	ファズの手錠	Fuzz Cuffs	
1810	ファズの魔石	Fuzz Jewel	
1811	キングの髭	King Mustache	
1812	キングの魔石	King Jewel	
1813	彫像の蝶番	Statue Hinges	
1814	彫像の魔石	Statue Jewel	
1815	塔の装飾品	Tower Ornament	
1816	塔の魔石	Tower Jewel	
1817	ギガスのタイツ	Gigas Tights	
1818	ギガスの魔石	Gigas Jewel	
1819	ごーじゃすな王冠	Gorgeous Crown	
1820	素材・0x71C	Material 0x71C	flr
1821	真紅の鉄材	Scarlet Metal	
1822	素材・0x71E	Material 0x71E	flr
1823	素材・0x71F	Material 0x71F	flr
1824	Ｋのシンボル	K Symbol	
1825	素材・0x721	Material 0x721	flr
1826	魔術布のレシピ	Magic Cloth Rcp	
1827	原始布のレシピ	Origin Cloth Rcp	
1828	言霊布のレシピ	Word Cloth Rcp	
1829	機械鎧のレシピ	Mech Armor Rcp	
1830	ヒーロー銅貨	Hero Copper	
1831	ヒーロー銀貨	Hero Silver	
1832	ヒーロー金貨	Hero Gold	
1833	素材・0x729	Material 0x729	flr
1834	シャドウの魔石	Shadow Jewel	
1835	素材・0x725	Material 0x725	flr
1836	サンゴの石貨	Coral Stone	
1837	ヒスイの石貨	Jade Stone	
1838	紫水晶の石貨	Amethyst Stone	
1839	素材・0x72F	Material 0x72F	flr
1840	素材・0x730	Material 0x730	flr
1841	アニマルの剛毛	Beast Fur	
1842	アニマルの結晶	Beast Crystal	
1843	女御の枯れ枝	Lady Branch	
1844	女御の結晶	Lady Crystal	
1845	マーヤの粘液	Maya Goop	
1846	マーヤの結晶	Maya Crystal	
1847	クビドの矢じり	Cupid Arrow	
1848	クビドの結晶	Cupid Crystal	
1849	素材・0x739	Material 0x739	flr
1850	バザルトの鉱石	Basalt Ore	
1851	バザルトの結晶	Basalt Crystal	
1852	イーグルの羽根	Eagle Feather	
1853	イーグルの結晶	Eagle Crystal	
1854	蛇のウロコ	Snake Scale	
1855	蛇の結晶	Snake Crystal	
1856	パピヨンの鱗粉	Papillon Scales	
1857	パピヨンの結晶	Papillon Crystal	
1858	素材・0x742	Material 0x742	flr
1859	化石のカケラ	Fossil Shard	
1860	コハクの塊	Amber Chunk	
1861	立派な化石	Fine Fossil	
1862	虫入りコハクの塊	Insect in Amber	
1863	綺麗なネジ	Beautiful Screw	
1864	小型発電装置	Small Generator	
1865	精密な回路	Detailed Circuit	
1866	超小型ＡＩチップ	Tiny AI Chip	
1867	虹色フレーバー	Rainbow Flavor	
1868	蜂蜜フレーバー	Honey Flavor	
1869	南国フレーバー	Tropical Flavor	
1870	肉汁フレーバー	Meat Flavor	
1871	軽食のレシピ	Light Meal Rcp	
1872	中盛軽食のレシピ	Light Meal Rcp X	
1873	大盛軽食のレシピ	Light Meal Rcp Z	
1874	清涼飲料のレシピ	Soft Drink Rcp	
1875	ペーシェのウロコ	Pesce Scale	
1876	ペーシェの結晶	Pesce Crystal	
1877	バンビーノの葉	Bambino Leaf	
1878	バンビーノの結晶	Bambino Crystal	
1879	霧雨の雫	Rainy Drop	
1880	霧雨の結晶	Rainy Crystal	
1881	バランサーの鉄皿	Balance Plate	
1882	バランサーの結晶	Balance Crystal	
1883	レイヴンの羽根	Raven Feather	
1884	レイヴンの結晶	Raven Crystal	
1885	ジェーンの繊維	Gene Fibers	
1886	ジェーンの結晶	Gene Crystal	
1887	雄牛の角	Bull Horn	
1888	雄牛の結晶	Bull Crystal	
1889	カブトムシの樹液	Beetle Sap	
1890	カブトムシの結晶	Beetle Crystal	
1891	ご立派な頭角	Fine Horn	
1892	マーヤの潤滑油	Maya Grease	
1893	マーヤのコア	Maya Core	
1894	フォートのギア	Wheel Gear	
1895	フォートのコア	Wheel Core	
1896	ドライブのネジ	Drive Screw	
1897	ドライブのコア	Drive Core	
1898	ファントムの布	Phantom Cloth	
1899	ファントムのコア	Phantom Core	
1900	砂時計のガラス	Sand Glass	
1901	砂時計のコア	Sand Core	
1902	塔の王冠	Tower Crown	
1903	塔のコア	Tower Core	
1904	砲座の装甲板	Turret Plate	
1905	砲座のコア	Turret Core	
1906	ダイスの破片	Dice Shard	
1907	黒ダイスのコア	Black Dice Core	
1908	彫像の針	Statue Needle	
1909	彫像のコア	Statue Core	
1910	動く城の足	Castle Leg	
1911	動く城のコア	Castle Core	
1912	シジルの仮面	Sigil Mask	
1913	シジルのコア	Sigil Core	
1914	ジェーンの螺旋糸	Gene Spireme	
1915	ジェーンのコア	Gene Core	
1916	魔剣の柄頭	Sword Pommel	
1917	魔剣のコア	Sword Core	
1918	一つ目巨人の歯	Cyclops Eye	
1919	一つ目巨人のコア	Cyclops Core	
1920	パンツァーの砲身	Panzer Turret	
1921	パンツァーのコア	Panzer Core	
1922	ギガスのマスク	Gigas Mask	
1923	ギガスのコア	Gigas Core	
1924	ダイスの正方形板	Dice Plate	
1925	白ダイスのコア	White Dice Core	
1926	巨兵の装甲	Machine Metal	
1927	巨兵のコア	Machine Core	
1928	仰々しい装甲板	Grandiose Armor	
1929	テーブルの鉄骨	Table Steel	
1930	テーブルの宝石	Table Gem	
1931	呪いの壷の欠片	Cursed Pot Bit	
1932	呪いの壷の宝石	Cursed Pot Gem	
1933	ツインズの鉄心	Twins Rod	
1934	ツインズの宝石	Twins Gem	
1935	翁の湯飲み	Okina Cup	
1936	翁の宝石	Okina Gem	
1937	バランサーの鉄心	Balance Rod	
1938	バランサーの宝石	Balance Gem	
1939	マーヤの蜜	Maya Honey	
1940	マーヤの宝石	Maya Gem	
1941	アブルリーの喉彦	Hablerie Uvula	
1942	アブルリーの宝石	Hablerie Gem	
1943	聖典の絢爛表紙	Book Cover	
1944	聖典の宝石	Book Gem	
1945	マリアの水晶玉	Idol Crystal Ball	
1946	マリアの宝石	Idol Gem	
1947	イーグルの砂肝	Eagle Gizzard	
1948	イーグルの宝石	Eagle Gem	
1949	蛇のピット器官	Snake Pit Organ	
1950	蛇の宝石	Snake Gem	
1951	パピヨンの触角	Papillon Feeler	
1952	パピヨンの宝石	Papillon Gem	
1953	雄牛の腰皮巻	Bull Cloth	
1954	雄牛の宝石	Bull Gem	
1955	レキシーのボタン	Lexy Button	
1956	レキシーの宝石	Lexy Gem	
1957	マグスの石杯	Magus Chalice	
1958	マグスの宝石	Magus Gem	
1959	マザーの香水	Mother Perfume	
1960	マザーの宝石	Mother Gem	
1961	騎士の手綱	Knight Reins	
1962	騎士の宝石	Knight Gem	
1963	ダンサーの風船	Dancer Balloon	
1964	ダンサーの宝石	Dancer Gem	
1965	霧雨の大雫	Rainy Rivulet	
1966	霧雨の宝石	Rainy Gem	
1967	サーチャーの目玉	Seeker Eye	
1968	サーチャーの宝石	Seeker Gem	
1969	爛々とした目玉	Fiery Eye	
1970	ペーシェの浮袋	Pesce Air Sac	
1971	ペーシェの秘宝	Pesce Cache	
1972	彫像の金箔	Statue Gold Foil	
1973	彫像の秘宝	Statue Cache	
1974	ファズの黒皮手帳	Fuzz Pocketbook	
1975	ファズの秘宝	Fuzz Cache	
1976	マーヤの水銀	Maya Mercury	
1977	マーヤの秘宝	Maya Cache	
1978	レイヴンの篝火	Raven Balefire	
1979	レイヴンの秘宝	Raven Cache	
1980	フォートの車軸	Wheel Axle	
1981	フォートの秘宝	Wheel Cache	
1982	バザルトの金剛石	Basalt Diamond	
1983	バザルトの秘宝	Basalt Cache	
1984	塔の大黒柱	Tower Pillar	
1985	塔の秘宝	Tower Cache	
1986	女御の煙管	Lady Pipe	
1987	女御の秘宝	Lady Cache	
1988	バランサーの光背	Balance Halo	
1989	バランサーの秘宝	Balance Cache	
1990	一つ目巨人の涙	Cyclops Tear	
1991	一つ目巨人の秘宝	Cyclops Cache	
1992	マリアのヴェール	Idol Veil	
1993	マリアの秘宝	Idol Cache	
1994	バンビーノの花	Bambino Flower	
1995	バンビーノの秘宝	Bambino Cache	
1996	クビドの片翼	Cupid Wing	
1997	クビドの秘宝	Cupid Cache	
1998	ファントムの術書	Phantom Script	
1999	ファントムの秘宝	Phantom Cache	
2000	ダイスのゾロ目	Dice Repdigit	
2001	ダイスの秘宝	Dice Cache	
2002	ジェーンの遺伝子	Gene DNA	
2003	ジェーンの秘宝	Gene Cache	
2004	マザーの刺繍布	Mother Quilting	
2005	マザーの秘宝	Mother Cache	
2006	動く城の大鐘	Castle Bell	
2007	動く城の秘宝	Castle Cache	
2008	魔剣のルーン文字	Sword Rune	
2009	魔剣の秘宝	Sword Cache	
2010	巨人の右腕	Giant Right Arm	
2011	巨人の秘宝	Giant Cache	
2012	ヘカトンの木馬	Jotun Rocker	
2013	ヘカトンの秘宝	Jotun Cache	
2014	キングのちょび髭	King Whisker	
2015	迷彩柄のウロコ	Camo Scale	
2016	理想郷の計画書	Paradise Plan	
2017	割れた黄色い仮面	Cracked Mask	
2018	キングの秘宝	King Treasure	
2019	黄色いレンガ	Yellow Brick	
2020	藁の脳殻	Straw Husk	
2021	ブリキの心臓	Tin Heart	
2022	勇気の逆髪	Courage Hair	
2023	純白の脚本	Ivory Script	
2024	飛び出す絵コンテ	3D Storyboard	
2025	円滑な時間割	Flat Timetable	
2026	赤と黒の台本	Blackened Script	
2027	１ＭＢの仮想通貨	1MB Blipcoin	
2028	１ＧＢの仮想通貨	1GB Blipcoin	
2029	１ＴＢの仮想通貨	1TB Blipcoin	
2030	謎の設計図	Mysterious Plan	
2031	緊急脱出読本	Escape Book	
2032	増量飲料のレシピ	Large Drink Rcp	
2033	祝杯飲料のレシピ	Blessed Mix Rcp	
2034	奇跡飲料のレシピ	Miracle Mix Rcp	
2035	解放薬のレシピ	Release Mix Rcp	
2036	救世薬のレシピ	Savior Mix Rcp	
2037	幻の揚げ物レシピ	Fried Legend Rcp	
2038	地返しの経典	Revive Scripture	
2039	反魂の経典	Spirit Scripture	
2040	耐温のレシピ	Heat End. Rcp	
2041	耐風雷のレシピ	Nature End. Rcp	
2042	耐超常のレシピ	Mystic End. Rcp	
2043	お清めレシピ	Purifying Recipe	
2044	潜入道具のメモ	Infiltration Log	
2045	陰陽道具のメモ	Yin-yang Memo	
2046	神気札の経典	Charm Scripture	
2047	逃走道具のメモ	Escape Memo	
2048	超科学の設計図	Nano Blueprint	
2049	操魔の楽譜	Witch's Score	
2050	操魔の交響曲	Witch's Concert	
2051	リサイクルの書	Recycle Book	
2052	魂飴のレシピ	Soul Drop Rcp	
2053	魂菓子のレシピ	Soul Snack Rcp	
2054	神薬のレシピ	Divine Mix Rcp	
2055	魔弾の設計書	Arcane Blueprint	
2056	新作菓子のレシピ	New Snack Rcp	
2057	でんじゃらすな本	Dangerous Book	
2058	舞台衣装のレシピ	Stage Garb Rcp	
2059	舞姫衣装のレシピ	Dancer Garb Rcp	
2060	愛玩衣装のレシピ	Cute Garb Rcp	
2061	未使用・80D	Not Used 80D	flr
2062	未使用・80E	Not Used 80E	flr
2063	未使用・80F	Not Used 80F	flr
2064	アカシャ年代記	Akashic Record	
2065	素材・0x811	Material 0x811	flr
