id	oid	name_jp	name	tag
5387	1291	信頼の連撃	Charge of Trust	unk
5388	1292	アニマル狂想曲	Animal Capriccio	unk
5389	1293	二枚の切り札	Pair of Aces	unk
5390	1294	運命の進撃	Destined Strike	unk
5391	1295	快刀乱麻	Double Trigger	unk
5392	1296	美少女カルテット	Beauty Quartet	unk
5393	1297	トリプルサポート	Triple Support	unk
5394	1298	異種格闘拳脚	Martial Artistry	unk
5395	1299	相棒たちの底力	Partner Power	unk
5396	1300	ワイルド・オーダー	Wildcard Order	unk
5397	1301	ブランク	Blank	unk
5398	1302	ブランク	BLANK	unk
5399	1303	ブランク	BLANK	unk
5400	1304	ブランク	BLANK	unk
5401	1305	ブランク	BLANK	unk
5402	1306	ブランク	BLANK	unk
5403	1307	ブランク	BLANK	unk
5404	1308	ブランク	BLANK	unk
5405	1309	ブランク	BLANK	unk
5406	1310	ブランク	BLANK	unk
5407	1311	ブランク	BLANK	unk
5408	1312	ブランク	BLANK	unk
5409	1313	ブランク	BLANK	unk
5410	1314	ブランク	BLANK	unk
5411	1315	ブランク	BLANK	unk
5412	1316	ブランク	BLANK	unk
5413	1317	ブランク	BLANK	unk
5414	1318	ブランク	BLANK	unk
5415	1319	ブランク	BLANK	unk
5416	1320	ブランク	BLANK	unk
5417	1321	ブランク	BLANK	unk
5418	1322	ブランク	BLANK	unk
5419	1323	ブランク	BLANK	unk
5420	1324	ブランク	BLANK	unk
5421	1325	ブランク	BLANK	unk
5422	1326	ブランク	BLANK	unk
5423	1327	ブランク	BLANK	unk
5424	1328	ブランク	BLANK	unk
5425	1329	ブランク	BLANK	unk
5426	1330	ブランク	BLANK	unk
5427	1331	ブランク	BLANK	unk
5428	1332	ブランク	BLANK	unk
5429	1333	ブランク	BLANK	unk
5430	1334	ブランク	BLANK	unk
5431	1335	ブランク	BLANK	unk
5432	1336	ブランク	BLANK	unk
5433	1337	ブランク	BLANK	unk
5434	1338	ブランク	BLANK	unk
5435	1339	ブランク	BLANK	unk
5436	1340	ブランク	BLANK	unk
5437	1341	ブランク	BLANK	unk
5438	1342	ブランク	BLANK	unk
5439	1343	ブランク	BLANK	unk
5440	1344	ブランク	BLANK	unk
5441	1345	ブランク	BLANK	unk
5442	1346	ブランク	BLANK	unk
5443	1347	ブランク	BLANK	unk
5444	1348	ブランク	BLANK	unk
5445	1349	ブランク	BLANK	unk
5446	1350	ブランク	BLANK	unk
5447	1351	ブランク	BLANK	unk
5448	1352	ブランク	BLANK	unk
5449	1353	ブランク	BLANK	unk
5450	1354	ブランク	BLANK	unk
5451	1355	ブランク	BLANK	unk
5452	1356	ブランク	BLANK	unk
5453	1357	ブランク	BLANK	unk
5454	1358	ブランク	BLANK	unk
5455	1359	ブランク	BLANK	unk
5456	1360	ブランク	BLANK	unk
5457	1361	ブランク	BLANK	unk
5458	1362	ブランク	BLANK	unk
5459	1363	ブランク	BLANK	unk
5460	1364	ブランク	BLANK	unk
5461	1365	ブランク	BLANK	unk
5462	1366	ブランク	BLANK	unk
5463	1367	ブランク	BLANK	unk
5464	1368	ブランク	BLANK	unk
5465	1369	ブランク	BLANK	unk
5466	1370	ブランク	BLANK	unk
5467	1371	ブランク	BLANK	unk
5468	1372	ブランク	BLANK	unk
5469	1373	ブランク	BLANK	unk
5470	1374	ブランク	BLANK	unk
5471	1375	ブランク	Blank	unk
5472	1376	コウハ	Kouha	val
5473	1377	コウガ	Kouga	val
5474	1378	コウガオン	Kougaon	val
5475	1379	マハコウハ	Makouha	val
5476	1380	マハコウガ	Makouga	val
5477	1381	マハコウガオン	Makougaon	val
5478	1382	ブランク	Blank	unk
5479	1383	ブランク	BLANK	unk
5480	1384	ブランク	BLANK	unk
5481	1385	ブランク	Blank	unk
5482	1386	エイハ	Eiha	val
5483	1387	エイガ	Eiga	val
5484	1388	エイガオン	Eigaon	val
5485	1389	マハエイハ	Maeiha	val
5486	1390	マハエイガ	Maeiga	val
5487	1391	マハエイガオン	Maeigaon	val
5488	1392	ブランク	Blank	unk
5489	1393	ブランク	BLANK	unk
5490	1394	ブランク	BLANK	unk
5491	1395	ブランク	Blank	unk
5492	1396	フレイ	Frei	val
5493	1397	フレイラ	Freila	val
5494	1398	フレイダイン	Freidyne	val
5495	1399	マハフレイ	Mafrei	val
5496	1400	マハフレイラ	Mafreila	val
5497	1401	マハフレイダイン	Mafreidyne	val
5498	1402	ブランク	Blank	unk
5499	1403	アトミックフレア	Atomic Flare	val
5500	1404	コズミックフレア	Cosmic Flare	val
5501	1405	ブランク	Blank	unk
5502	1406	サイ	Psi	val
5503	1407	サイオ	Psio	val
5504	1408	サイダイン	Psiodyne	val
5505	1409	マハサイ	Mapsi	val
5506	1410	マハサイオ	Mapsio	val
5507	1411	マハサイダイン	Mapsiodyne	val
5508	1412	ブランク	Blank	unk
5509	1413	サイコキネシス	Psycho Force	val
5510	1414	サイコフォース	Psycho Blast	val
5511	1415	黒点撃	Black Spot	val
5512	1416	金剛発破	Herculean Strike	val
5513	1417	アグネヤストラ	Agneyastra	val
5514	1418	ブランク	Blank	unk
5515	1419	ブレイブザッパー	Brave Blade	val
5516	1420	ワンショットキル	Oneshot Kill	val
5517	1421	カームブレイバー	Calm Blade	val
5518	1422	物理・速封	Phys-Ag Bind	unk
5519	1423	我慢の制裁	Vengeful Smash	val
5520	1424	制裁の一撃	Punishing Strike	unk
5521	1425	我慢の神罰	Vengeful Melee	val
5522	1426	神罰の一撃	Divine Strike	unk
5523	1427	絶妙の一撃	Supreme Strike	unk
5524	1428	天軍の一撃	Heaven's Strike	unk
5525	1429	夢見針	Dream Needle	unk
5526	1430	男気の壁	Machismo Wall	unk
5527	1431	コストカット	Cost Cutter	unk
5528	1432	コストカット	Cost Cutter	unk
5529	1433	予告打ち返し	Called Homerun	unk
5530	1434	予告打ち返し	Called Homerun	unk
5531	1435	苦無援護	Kunai Backup	unk
5532	1436	苦無援護	Kunai Backup	unk
5533	1437	ボルテージ	Voltaic Surge	unk
5534	1438	撃ち落とし	Deflector Shot	unk
5535	1439	撃ち落とし	Deflector Shot	unk
5536	1440	探偵の戒め	Sleuth Insight	unk
5537	1441	カウンタステップ	Counter Stance	unk
5538	1442	カウンタステップ	Counter Stance	unk
5539	1443	鉄壁の漢気	Machismo Barrier	unk
5540	1444	ラッシュステップ	Rush Stance	unk
5541	1445	ラッシュステップ	Rush Stance	unk
5542	1446	カウンタバッシュ	Counter Bash	unk
5543	1447	カウンタバッシュ	Counter Bash	unk
5544	1448	挑発カウンター	Taunt Counter	unk
5545	1449	女帝の一刺し	Empress Pierce	unk
5546	1450	オーバーリミット	Unlimiter	unk
5547	1451	フルスロットル	Full Throttle	unk
5548	1452	ラッキーパンチ	Lucky Punch	val
5549	1453	ミラクルパンチ	Miracle Punch	val
5550	1454	挑発カウンター	Taunt Counter	unk
5551	1455	ブランク	Blank	unk
5552	1456	反撃スタイル	Counter Style	unk
5553	1457	逆襲スタイル	Revenge Style	unk
5554	1458	間食の技術	Snacking Art	unk
5555	1459	間食の極意	Snack Expertise	unk
5556	1460	探偵の禁戒	Detective's Ban	unk
5557	1461	猫足ステップ	Kitty Step	unk
5558	1462	アックスガード	Axe Guard	unk
5559	1463	貝櫓の舞	Illusive Dance	unk
5560	1464	蜃気楼の舞	Mirage Dance	unk
5561	1465	相殺クマボディ	Immunity Bod	unk
5562	1466	女王の一刺し	Empress Pierce	unk
5563	1467	極楽の遊歩	Paradise Stroll	unk
5564	1468	百戦錬磨の威圧	Veteran's Aura	unk
5565	1469	イージスの神盾	Aegis Shielding	unk
5566	1470	小治癒促進	Regenerate 1	val
5567	1471	中治癒促進	Regenerate 2	val
5568	1472	大治癒促進	Regenerate 3	val
5569	1473	小気功	Invigorate 1	val
5570	1474	中気功	Invigorate 2	val
5571	1475	大気功	Invigorate 3	val
5572	1476	ギロチンスライス	Guillotine Slice	val
5573	1477	ギロチンザッパー	Guillotine Blade	val
5574	1478	パニッシュバイト	Punishing Bite	val
5575	1479	パニッシュエンド	Punishing End	val
5576	1480	セイントタッチ	Saint's Touch	val
5577	1481	双腕潰し	Arm Crusher	val
5578	1482	アックスシールド	Axe Bulwark	unk
5579	1483	コストリダクト	Cost Reduction	unk
5580	1484	コストリダクト	Cost Reduction	unk
5581	1485	無敵クマボディ	Invincible Bod	unk
5582	1486	筋力の才	Power Knack	val
5583	1487	筋力の鬼才	Power Talent	val
5584	1488	筋力の天才	Power Genius	val
5585	1489	魔力の才	Magic Knack	val
5586	1490	魔力の鬼才	Magic Talent	val
5587	1491	魔力の天才	Magic Genius	val
5588	1492	忍耐の才	Endure Knack	val
5589	1493	忍耐の鬼才	Endure Talent	val
5590	1494	忍耐の天才	Endure Genius	val
5591	1495	敏捷の才	Agility Knack	val
5592	1496	敏捷の鬼才	Agility Talent	val
5593	1497	敏捷の天才	Agility Genius	val
5594	1498	運気の才	Luck Knack	val
5595	1499	運気の鬼才	Luck Talent	val
5596	1500	運気の天才	Luck Genius	val
